sample-id	old-sample-id	Extraction_Batch_Group	Cow_ID	DIM_Collected	Farm	Sample_Type	Sex	BCS	Parity	Housing_type	Fibrinogen_1DIM	Fibrinogen_3DIM	Fibrinogen_7DIM	Fibrinogen_InflamStat	FIBRINOGEN_MEAN	MeanFibrinogen_InflamStat	Haptoglobin_1DIM	Haptoglobin_3DIM	HAPTOGLOBIN_MEAN	Haptoglobin_InflamStat	ExtractionDate	qpcr_16s_copies_ul
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	numeric	categorical	numeric	categorical	numeric	numeric	numeric	categorical	categorical	numeric
C752D1LM_PBS	752D1LM_PBS	8	752	1	Loehmer	Environmental_Control	F	3	2	Freestall	0.8	0.8	0.6	Elevated	0.73	Elevated	0.207115	0.246285	0.2267	Normal	2025-10-10T00:00:00Z	5
C752D3LM	752D3LM	4	752	3	Loehmer	Blood	F	3	2	Freestall	0.8	0.8	0.6	Elevated	0.73	Elevated	0.207115	0.246285	0.2267	Normal	2025-10-02T00:00:00Z	10249
C752D3LM_PBS	752D3LM_PBS	3	752	3	Loehmer	Environmental_Control	F	3	2	Freestall	0.8	0.8	0.6	Elevated	0.73	Elevated	0.207115	0.246285	0.2267	Normal	2025-10-02T00:00:00Z	67
C754D1LM	754D1LM	10	754	1	Loehmer	Blood	F	3.5	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.16478	0.06744	0.11611	Normal	2025-10-10T00:00:00Z	964
C754D1LM_PBS	754D1LM_PBS	7	754	1	Loehmer	Environmental_Control	F	3.5	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.16478	0.06744	0.11611	Normal	2025-10-12T00:00:00Z	25
C754D3LM	754D3LM	7	754	3	Loehmer	Blood	F	3.5	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.16478	0.06744	0.11611	Normal	2025-10-12T00:00:00Z	8013
C754D3LM_PBS	754D3LM_PBS	5	754	3	Loehmer	Environmental_Control	F	3.5	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.16478	0.06744	0.11611	Normal	2025-10-12T00:00:00Z	3
C756D1LM	756D1LM	7	756	1	Loehmer	Blood	F	3	2	Freestall	0.5	0.5	0.4	Normal	0.47	Normal	0.06238	0.047935	0.0551575	Normal	2025-10-12T00:00:00Z	4515
C756D1LM_PBS	756D1LM_PBS	12	756	1	Loehmer	Environmental_Control	F	3	2	Freestall	0.5	0.5	0.4	Normal	0.47	Normal	0.06238	0.047935	0.0551575	Normal	2025-09-30T00:00:00Z	3
C756D3LM	756D3LM	9	756	3	Loehmer	Blood	F	3	2	Freestall	0.5	0.5	0.4	Normal	0.47	Normal	0.06238	0.047935	0.0551575	Normal	2025-09-29T00:00:00Z	8905
C756D3LM_PBS	756D3LM_PBS	11	756	3	Loehmer	Environmental_Control	F	3	2	Freestall	0.5	0.5	0.4	Normal	0.47	Normal	0.06238	0.047935	0.0551575	Normal	2025-09-29T00:00:00Z	19
C762D1LM	762D1LM	3	762	1	Loehmer	Blood	F	3.25	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.05787	0.08971	0.07379	Normal	2025-10-02T00:00:00Z	6519
C762D1LM_PBS	762D1LM_PBS	9	762	1	Loehmer	Environmental_Control	F	3.25	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.05787	0.08971	0.07379	Normal	2025-10-02T00:00:00Z	11
C762D3LM	762D3LM	7	762	3	Loehmer	Blood	F	3.25	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.05787	0.08971	0.07379	Normal	2025-10-12T00:00:00Z	4273
C762D3LM_PBS	762D3LM_PBS	10	762	3	Loehmer	Environmental_Control	F	3.25	2	Freestall	0.6	0.5	0.5	Elevated	0.53	Normal	0.05787	0.08971	0.07379	Normal	2025-10-10T00:00:00Z	9
C773D1LM	773D1LM	12	773	1	Loehmer	Blood	F	3.75	2	Freestall	0.5	0.5	0.5	Normal	0.5	Normal	0.150915	0.12134	0.1361275	Normal	2025-09-30T00:00:00Z	826
C773D1LM_PBS	773D1LM_PBS	12	773	1	Loehmer	Environmental_Control	F	3.75	2	Freestall	0.5	0.5	0.5	Normal	0.5	Normal	0.150915	0.12134	0.1361275	Normal	2025-09-30T00:00:00Z	10
C773D3LM	773D3LM	11	773	3	Loehmer	Blood	F	3.75	2	Freestall	0.5	0.5	0.5	Normal	0.5	Normal	0.150915	0.12134	0.1361275	Normal	2025-10-03T00:00:00Z	9944
C773D3LM_PBS	773D3LM_PBS	7	773	3	Loehmer	Environmental_Control	F	3.75	2	Freestall	0.5	0.5	0.5	Normal	0.5	Normal	0.150915	0.12134	0.1361275	Normal	2025-10-13T00:00:00Z	2
C8149D1LM	8149D1LM	8	8149	1	Loehmer	Blood	F	3	7	Freestall	0.4	0.5	0.4	Normal	0.43	Normal	0.04704	0.04367	0.04536	Normal	2025-10-10T00:00:00Z	99
C8149D1LM_PBS	8149D1LM_PBS	6	8149	1	Loehmer	Environmental_Control	F	3	7	Freestall	0.4	0.5	0.4	Normal	0.43	Normal	0.04704	0.04367	0.04536	Normal	2025-10-10T00:00:00Z	6
C8149D3LM	8149D3LM	10	8149	3	Loehmer	Blood	F	3	7	Freestall	0.4	0.5	0.4	Normal	0.43	Normal	0.04704	0.04367	0.04536	Normal	2025-10-10T00:00:00Z	4430
C8149D3LM_PBS	8149D3LM_PBS	7	8149	3	Loehmer	Environmental_Control	F	3	7	Freestall	0.4	0.5	0.4	Normal	0.43	Normal	0.04704	0.04367	0.04536	Normal	2025-10-13T00:00:00Z	4
C8560D1LM	8560D1LM	8	8560	1	Loehmer	Blood	F	2.5	6	Freestall	0.6	0.5	0.6	Elevated	0.57	Normal	0.13001	0.316405	0.2232075	Normal	2025-10-10T00:00:00Z	87
C8560D1LM_PBS	8560D1LM_PBS	8	8560	1	Loehmer	Environmental_Control	F	2.5	6	Freestall	0.6	0.5	0.6	Elevated	0.57	Normal	0.13001	0.316405	0.2232075	Normal	2025-10-13T00:00:00Z	3
C8560D3LM	8560D3LM	7	8560	3	Loehmer	Blood	F	2.5	6	Freestall	0.6	0.5	0.6	Elevated	0.57	Normal	0.13001	0.316405	0.2232075	Normal	2025-10-12T00:00:00Z	621
C8560D3LM_PBS	8560D3LM_PBS	1	8560	3	Loehmer	Environmental_Control	F	2.5	6	Freestall	0.6	0.5	0.6	Elevated	0.57	Normal	0.13001	0.316405	0.2232075	Normal	2025-10-03T00:00:00Z	
C8644D1LM	8644D1LM	2	8644	1	Loehmer	Blood	F	3.5	6	Freestall	0.6	0.8		Elevated	0.7	Elevated	0.070775	1.074424	0.5726	Elevated	2025-10-03T00:00:00Z	11501
C8644D1LM_PBS	8644D1LM_PBS	9	8644	1	Loehmer	Environmental_Control	F	3.5	6	Freestall	0.6	0.8		Elevated	0.7	Elevated	0.070775	1.074424	0.5726	Elevated	2025-09-29T00:00:00Z	47
C8644D3LM	8644D3LM	4	8644	3	Loehmer	Blood	F	3.5	6	Freestall	0.6	0.8		Elevated	0.7	Elevated	0.070775	1.074424	0.5726	Elevated	2025-10-02T00:00:00Z	3742
C8644D3LM_PBS	8644D3LM_PBS	7	8644	3	Loehmer	Environmental_Control	F	3.5	6	Freestall	0.6	0.8		Elevated	0.7	Elevated	0.070775	1.074424	0.5726	Elevated	2025-10-13T00:00:00Z	7
C9093D1LM	9093D1LM	1	9093	1	Loehmer	Blood	F	4	6	Freestall	0.4	0.4	0.4	Normal	0.4	Normal	0.333925	0.189375	0.26165	Normal	2025-09-30T00:00:00Z	4416
C9093D1LM_PBS	9093D1LM_PBS	12	9093	1	Loehmer	Environmental_Control	F	4	6	Freestall	0.4	0.4	0.4	Normal	0.4	Normal	0.333925	0.189375	0.26165	Normal	2025-09-30T00:00:00Z	8
C9093D3LM	9093D3LM	8	9093	3	Loehmer	Blood	F	4	6	Freestall	0.4	0.4	0.4	Normal	0.4	Normal	0.333925	0.189375	0.26165	Normal	2025-10-10T00:00:00Z	6
C9093D3LM_PBS	9093D3LM_PBS	1	9093	3	Loehmer	Environmental_Control	F	4	6	Freestall	0.4	0.4	0.4	Normal	0.4	Normal	0.333925	0.189375	0.26165	Normal	2025-09-30T00:00:00Z	91
C9539D1LM	9539D1LM	8	9539	1	Loehmer	Blood	F	3.75	5	Freestall	0.7	0.6	0.5	Elevated	0.6	Elevated	0.111285	0.046145	0.078715	Normal	2025-10-10T00:00:00Z	154
C9539D1LM_PBS	9539D1LM_PBS	2	9539	1	Loehmer	Environmental_Control	F	3.75	5	Freestall	0.7	0.6	0.5	Elevated	0.6	Elevated	0.111285	0.046145	0.078715	Normal	2025-10-10T00:00:00Z	5
CD9539D1LM_PBS	9539D1LM_PBS	2	9539	1	Loehmer	Environmental_Control	F	3.75	5	Freestall	0.7	0.6	0.5	Elevated	0.6	Elevated	0.111285	0.046145	0.078715	Normal	2025-10-10T00:00:00Z	5
C9539D3LM	9539D3LM	4	9539	3	Loehmer	Blood	F	3.75	5	Freestall	0.7	0.6	0.5	Elevated	0.6	Elevated	0.111285	0.046145	0.078715	Normal	2025-10-02T00:00:00Z	6392
C9539D3LM_PBS	9539D3LM_PBS	2	9539	3	Loehmer	Environmental_Control	F	3.75	5	Freestall	0.7	0.6	0.5	Elevated	0.6	Elevated	0.111285	0.046145	0.078715	Normal		15
C9967D1LM	9967D1LM	2	9967	1	Loehmer	Blood	F	2.75	5	Freestall	0.6	0.7	0.7	Elevated	0.67	Elevated	0.35694	0.44718	0.40206	Elevated	2025-10-03T00:00:00Z	4528
C9967D1LM_PBS	9967D1LM_PBS	9	9967	1	Loehmer	Environmental_Control	F	2.75	5	Freestall	0.6	0.7	0.7	Elevated	0.67	Elevated	0.35694	0.44718	0.40206	Elevated	2025-10-03T00:00:00Z	4
C9967D3LM	9967D3LM	4	9967	3	Loehmer	Blood	F	2.75	5	Freestall	0.6	0.7	0.7	Elevated	0.67	Elevated	0.35694	0.44718	0.40206	Elevated	2025-10-02T00:00:00Z	7620
C9967D3LM_PBS	9967D3LM_PBS	11	9967	3	Loehmer	Environmental_Control	F	2.75	5	Freestall	0.6	0.7	0.7	Elevated	0.67	Elevated	0.35694	0.44718	0.40206	Elevated	2025-10-02T00:00:00Z	22
Blank_1	Blank_1					Sequencing_Reagent_Controls																
Blank_2	Blank_2					Sequencing_Reagent_Controls																
PBS_1	PBS_1	1				Extraction_Control															2025-09-29T00:00:00Z	31
PBS_2	PBS_2	8				Extraction_Control															2025-10-12T00:00:00Z	4
PBS_3	PBS_3	8				Extraction_Control																143
PBS_4	PBS_4	11				Extraction_Control																9
PBS_5	PBS_5	10				Extraction_Control																11
SynMock	SynMock					SynMock_Sequencing_Reagent_Controls																
TE_1	TE_1					Reagent_Control															2025-09-29T00:00:00Z	5
TE_2	TE_2					Reagent_Control															2025-09-29T00:00:00Z	27
TE_3	TE_3					Reagent_Control															2025-09-29T00:00:00Z	35
TE_4	TE_4					Reagent_Control															2025-09-29T00:00:00Z	59
TE_5	TE_5					Reagent_Control															2025-09-29T00:00:00Z	32
